Timestamp,mempool-count
2018-07-12 15:45:00,9555
2018-07-13 14:45:00,13477
2018-07-14 13:45:00,7672.5
2018-07-15 12:45:00,1136.5
2018-07-16 11:45:00,7882
2018-07-17 10:45:00,4742.5
2018-07-18 09:45:00,2467
2018-07-19 08:45:00,635.5
2018-07-20 07:45:00,695.5
2018-07-21 06:45:00,1567
2018-07-22 05:45:00,491
2018-07-23 04:45:00,522
2018-07-24 03:45:00,750.5
2018-07-25 02:45:00,949
2018-07-26 01:45:00,2138
2018-07-27 00:45:00,877.5
2018-07-27 23:45:00,544
2018-07-28 22:45:00,1181.5
2018-07-29 21:45:00,1633.5
2018-07-30 20:45:00,1047
2018-07-31 19:45:00,2005
2018-08-01 18:45:00,2798.5
2018-08-02 17:45:00,628.5
2018-08-03 16:45:00,4751.5
2018-08-04 15:45:00,3677.5
2018-08-05 14:45:00,2095.5
2018-08-06 13:45:00,5299.5
2018-08-07 12:45:00,3281.5
2018-08-08 11:45:00,6232.5
2018-08-09 10:45:00,556
2018-08-10 09:45:00,2109
2018-08-11 08:45:00,316.5
2018-08-12 07:45:00,805
2018-08-13 06:45:00,4516.5
